wavelength,PC,PH,PI,PK,PE,PN
858.469,382.54,730.48,1737.58,5610.9,1544.44,1338.7
858.8133,387.6,731.5,1747.42,5638.94,1555.4,1343.78
859.1576,386.94,738.48,1758.82,5675.04,1567.16,1352.44
859.5019,391.8,744.86,1779.5,5725.28,1576.96,1359.7
859.8462,398.42,758.98,1797.86,5807.94,1599.56,1382.16
860.1905,407.64,768.72,1835.56,5899.58,1629.22,1407.56
860.5348,413.88,780.9,1864.02,5996.44,1651.66,1425.76
860.8791,417.16,793.32,1896.36,6085.6,1677.1,1454.62
861.2234,423.8,801.7,1914.56,6159.82,1699.82,1467.32
861.5677,426.14,808.68,1925.18,6190.94,1710.76,1475.78
861.912,424.16,806.96,1923.98,6178.46,1704.48,1480.66
862.2563,422.34,800.68,1905.3,6115.84,1695.76,1462.24
862.6006,415.42,795.16,1878.26,6037.64,1669.42,1444.64
862.9449,411.92,777.92,1850.46,5938.8,1644.32,1422.88
863.2892,404.44,768.9,1825.6,5837.5,1617.16,1396.02
863.6335,397.38,756.18,1790.42,5738.98,1591.48,1374.04
863.9778,393,748.72,1768.12,5649.8,1568.66,1354.98
864.3221,387.2,739.06,1741.42,5577.1,1548.22,1343.56
864.6664,386.74,731.82,1731.26,5537.24,1540.28,1330.62
865.0107,385.7,732.4,1727.68,5504.62,1534.06,1331.32
865.355,386.5,731.8,1724.38,5497.04,1533.56,1323.88
865.6993,387.96,734.62,1732.3,5496.7,1539.54,1325.88
866.0436,389.72,740.36,1737.52,5535.32,1544.76,1333.56
866.3879,393.24,745.46,1753.7,5568.94,1559.18,1348.02
866.7322,399.02,753.48,1776.46,5632.9,1582.42,1363.74
867.0765,403.7,764.98,1797.32,5720.5,1601.08,1383.5
867.4208,408.16,778.98,1830.62,5798.24,1626.16,1400.94
867.7651,414.56,788.46,1848.48,5847.54,1642.02,1415.34
868.1094,416.86,794,1860.98,5875.56,1650.88,1426.08
868.4537,418.46,794.12,1862.02,5884.08,1652.76,1435.56
868.798,422.48,797.84,1864.3,5875.42,1654.34,1431.4
869.1423,420.24,791.1,1851.16,5823.12,1645.26,1418.72
869.4866,412.22,779.68,1822.42,5743.64,1620.26,1395.46
869.8309,406.4,763.2,1792.68,5622.46,1584.38,1374.64
870.1752,398.98,750.94,1760.9,5504.86,1558.1,1347.84
870.5195,390.2,738.64,1724.8,5408.26,1528.3,1321.1
870.8638,382.06,725.2,1691.7,5307.42,1505.3,1297.94
871.2081,380.5,715.56,1670.98,5226.9,1482.08,1280.66
871.5524,375.44,708.76,1658.26,5178.76,1474.48,1273.68
871.8967,372.22,707.8,1648.1,5140.66,1462.82,1266.78
872.241,376,705,1646.9,5130.52,1463.18,1266.66
872.5853,378.04,714.58,1661.28,5154.66,1474.72,1273.92
872.9296,380.78,719.08,1670.94,5207.28,1492.34,1288.14
873.2739,385.12,727.68,1694.08,5248.88,1505.98,1303.92
873.6182,391.16,738.52,1715.92,5297.32,1520.12,1313.4
873.9625,394.18,743.86,1725.7,5336.52,1537.6,1324.2
874.3068,396.94,748.76,1746.92,5370.82,1553.56,1337.26
874.6511,406.08,755.88,1752.68,5390.16,1559.58,1347.88
874.9954,408.44,757,1760.06,5397.38,1564.92,1349.92
875.3397,403.88,755.28,1762.12,5367.44,1561.48,1350.52
875.684,404.12,755.9,1741.32,5329.84,1552.4,1337.74
876.0283,400.38,749,1735.72,5263.84,1535.16,1330.14
876.3726,391.98,733.94,1700.98,5169.9,1515.72,1310.32
876.7169,386.46,720.46,1675.74,5082.5,1488.78,1284.72
877.0612,380.08,710.6,1642.26,4996,1470.28,1267.68
877.4055,374.34,704.28,1620.86,4911.18,1447.82,1247.42
877.7498,369.3,689.78,1600.22,4822.88,1427.42,1232.78
878.0941,368.1,686.48,1580.44,4757.88,1407.18,1216.58
878.4384,357.72,674,1560.62,4715.42,1389.28,1205.92
878.7827,362.38,674.54,1555.56,4684.06,1390.24,1200.38
879.127,359.86,674.18,1557.42,4685.36,1384.58,1193.52
879.4713,361.16,673.12,1563.58,4699.26,1388.42,1203.22
879.8156,367.82,683.36,1577.84,4756.82,1407.78,1215.3
880.1599,370.7,693.5,1598.42,4815.84,1419.72,1226.52
880.5042,377.78,708.6,1627.4,4892.48,1448.96,1246.44
880.8485,384.3,716.38,1651.02,4975.66,1461.9,1266.68
881.1928,389.08,726,1674.78,5045.62,1488.74,1287.86
881.5371,391.76,734.58,1689.16,5101.9,1499.42,1299.24
881.8814,393.72,738.08,1695.78,5106.46,1503.7,1295.18
882.2257,389.94,730.28,1684.88,5070.94,1492.38,1292.66
882.57,383.62,720.92,1662.44,5010.08,1471.14,1270.96
882.9143,377.58,712.5,1633.8,4929.48,1449.6,1251.76
883.2586,367.68,696.7,1599.88,4827.2,1420.02,1223.72
883.6029,361.26,683.28,1569.98,4746.14,1396.4,1205.22
883.9472,354.58,674.16,1555.44,4683.32,1376.68,1186.7
884.2915,351.52,664.9,1531.54,4632.06,1359.1,1176.46
884.6358,349.88,660.92,1526.72,4601.7,1352.02,1165.46
884.9801,348.38,658.36,1511.36,4572.42,1343.88,1158.1
885.3244,348.88,655.02,1509.34,4548.66,1336.96,1153.66
885.6687,348.4,654.78,1503.96,4531.54,1334.22,1150.96
886.013,348.54,654.78,1506.22,4533.32,1334.46,1152.54
886.3573,351.68,657.94,1513.42,4538.42,1342.48,1155.66
886.7016,355.76,664.58,1527.48,4593.24,1355.58,1165.4
887.0459,358.1,674.4,1544.88,4613.52,1371.52,1177.38
887.3902,360.92,679.8,1559,4648.3,1380.12,1187.32
887.7345,365.56,682.74,1558.74,4670.66,1392.02,1194.3
888.0788,364.62,682.16,1564.68,4660.12,1386.8,1195.02
888.4231,363.22,679.12,1559.04,4625.28,1382.66,1194
888.7674,359.8,675.2,1546.58,4584.82,1374.36,1182.32
889.1117,356.36,669.92,1527.48,4524.26,1360.92,1173.1
889.456,348,659.86,1507.12,4449.86,1340,1156.24
889.8003,344.14,644.42,1475.74,4343.74,1317.06,1129.48
890.1446,335.6,628.6,1442.26,4248.9,1285.1,1109.22
890.4889,334.6,620.68,1418.6,4148.82,1262.78,1088.9
890.8332,322.74,608.3,1394.44,4063.44,1241.56,1067.18
891.1775,320.84,596.78,1367.86,3983.08,1219.82,1052.66
891.5218,319.14,594.14,1354.84,3928.3,1205.44,1039.64
891.8661,316.04,586.26,1337.42,3871.5,1195.54,1027.94
892.2104,316.28,582.84,1329.72,3837.04,1186.68,1026.62
892.5547,317.06,586.12,1333.86,3827.3,1192.72,1030.26
892.899,319.52,585.86,1338.38,3828.9,1198.32,1032.7
893.2433,322.02,587.56,1343.4,3810.78,1200.86,1034.1
893.5876,324.06,593.02,1344.42,3804.2,1203.52,1035.8
893.9319,322.18,589.84,1342.42,3788.72,1203,1038.32
894.2762,323.48,592.9,1343.94,3771.64,1205.08,1039.06
894.6205,322.24,587.8,1334.66,3733.22,1199.02,1034.76
894.9648,317.74,580.42,1317.96,3676.98,1186.24,1020.24
895.3091,312.66,571.04,1293,3589.5,1163.44,1002.72
895.6534,306.96,557.72,1266.68,3507.36,1143.74,983.3
895.9977,303.98,549.42,1241.14,3423.64,1121.4,967.82
896.342,299.92,538.4,1222.14,3350.52,1100.7,957.68
896.6863,294.22,529.16,1194.96,3262.8,1084.82,934.28
897.0306,288.48,515.16,1170.5,3183.08,1058.34,915.28
897.3749,285.34,510.68,1148.5,3109.84,1040.64,898.26
897.7192,281.54,501.72,1128.14,3042.06,1022.16,885.18
898.0635,280.28,493.12,1111.74,2982.16,1010.52,874.2
898.4078,277.06,489.48,1099.32,2921.06,1001.6,861.12
898.7521,278.6,484.34,1086.02,2870.74,990.86,852.44
899.0964,276.64,478,1072.88,2834.2,981.6,845.72
899.4407,276.98,477.3,1066.64,2793.68,970.96,842.1
899.785,276.16,474.02,1061.28,2761.32,969.34,840.72
900.1293,275.12,473,1054.9,2729.16,962.82,833.88
900.4736,274.94,470.1,1050.7,2696.26,959.48,832.5
900.8179,274.92,468.88,1040.66,2656.02,954.7,825.26
901.1622,274.7,464.58,1030.62,2624.38,951.16,819.04
901.5065,273.56,462.82,1022.6,2572.9,943.18,814.26
901.8508,271.94,455.46,1005.72,2518.12,930.88,803.54
902.1951,269.04,444.34,983.1,2446.04,906.94,789.18
902.5394,260.66,432.82,953.38,2351,881.44,764.14
902.8837,254.24,419.42,916.88,2254.3,852.58,737.68
903.228,248.28,404.54,885.58,2153.64,825.4,716.44
903.5723,240.48,389.66,851.02,2054.04,791.68,688.66
903.9166,236.44,377.88,819.98,1960.3,766.6,665.68
904.2609,230.18,367.08,789.92,1883.94,741.8,643.16
904.6052,228.74,356.12,768.74,1811.18,723.78,628.14
904.9495,227.96,351.14,751.14,1756.36,709.38,617.78
905.2938,223.54,343.42,734.1,1707.1,696.56,605.08
905.6381,222.48,340.96,723.62,1662.08,686.14,597.04
905.9824,220.66,337,715.3,1626.68,676.96,588.06
906.3267,224.68,336.1,706.8,1597.52,676.8,584.02
906.671,223.24,333.72,699.28,1570.76,672.14,585.14
907.0153,225.24,335.32,694.3,1551.94,666.2,580.12
907.3596,224.46,332,690.28,1530.02,663.36,575.52
907.7039,223.24,329.26,690.62,1518.64,660.24,574.22
908.0482,222.86,328.04,686.36,1510.28,657.34,567.06
908.3925,222.54,327.8,681.64,1503.1,651.54,566
908.7368,222.3,325.32,679.68,1499.82,646.12,562.2
909.0811,218.86,325.84,678.34,1510.46,643.9,561.82
909.4254,216.06,326.18,682.4,1533.3,645.06,559.4
909.7697,215.58,332.72,694.4,1575.42,653.48,566.64
910.114,216.08,333.88,712.04,1637.68,664.46,575.26
910.4583,216.2,341.22,729.34,1701.52,670.3,584.56
910.8026,217.86,351.2,751.58,1775.94,688.52,595.7
911.1469,221,359.36,778.5,1863.86,708.1,612.9
911.4912,225,373.92,808.26,1966.72,730.32,631.52
911.8355,230.58,388.28,844.54,2081.96,759.8,655.16
912.1798,235.48,403.14,881.04,2197.22,785.4,683.16
912.5241,239.82,418.56,918.08,2317.36,818.04,707.18
912.8684,246.8,431.12,952.9,2424.72,847,737.16
913.2127,252.96,445.94,983.7,2535.62,875.44,761.34
913.557,255.06,458.22,1013.46,2638.4,903.48,780.8
913.9013,260.54,472.02,1044.92,2728.68,930.18,804.02
914.2456,264.12,483.12,1076.2,2815.54,953.86,823.08
914.5899,268.24,490.18,1091.36,2872.6,970.52,837.2
914.9342,271.14,499.1,1106.54,2918.46,983.5,847.68
915.2785,267.46,497.1,1108.18,2943.06,984.18,852.18
915.6228,268.86,496.2,1110.54,2954.34,989.24,853
915.9671,267.6,494.18,1105.96,2941.2,985.06,849.86
916.3114,264.06,489.36,1093.4,2918.98,971.82,838.9
916.6557,257.48,484.02,1080.7,2885.36,960.56,827.32
917,253.66,475.96,1064.8,2852.22,944.82,814.18
917.3443,253.12,474.62,1057.6,2839.96,941.44,810.5
917.6886,250.84,467.9,1051.6,2828.78,934.3,800.98
918.0329,249.54,468.34,1045.54,2824.44,930.46,801.84
918.3772,250.72,469.56,1047.34,2835.5,930.4,797.74
918.7215,248.14,468.54,1047.3,2859.92,928.82,800.38
919.0658,247.88,474.88,1059.52,2899.76,935.6,807.84
919.4101,251.16,483.46,1074.26,2956.6,952.96,819.9
919.7544,255.68,492.46,1098.64,3032.1,971.32,835.2
920.0987,262.52,508.3,1130.48,3136.58,998.16,855.72
920.443,267.82,523.86,1163.4,3240.16,1028,884.34
920.7873,272.68,534.56,1194.58,3332.36,1050.64,903.1
921.1316,273.5,545.08,1213.6,3394.3,1063.68,916.02
921.4759,275.28,545.5,1215.82,3419.92,1065.28,916.1
921.8202,270.92,542.62,1210.88,3410.16,1059.22,911.02
922.1645,267.96,537.94,1201.5,3409.9,1053,901.36
922.5088,264.92,532.24,1189.68,3387.94,1039.98,893.12
922.8531,260.92,525.46,1171.54,3351,1018.96,877.04
923.1974,255.5,520,1158.56,3326.9,1009.82,869.1
923.5417,253.4,513.4,1151.28,3311.48,1006.18,863.46
923.886,250.58,512.22,1141.32,3296.68,996.62,850.48
924.2303,249.28,506.34,1135.42,3281.02,986.82,844.12
924.5746,250.5,505.56,1127.6,3271.98,984.74,841.58
924.9189,245.96,501.82,1119.58,3260.88,976.62,839.8
925.2632,245.02,502.36,1123.1,3271.36,977.96,836.72
925.6075,243.58,505.82,1126.32,3274.08,981.12,840.28
925.9518,246.94,510.16,1136.42,3315.36,991.26,843.76
926.2961,248.84,518.36,1152.4,3358.2,1002.34,861.04
926.6404,252.4,528,1171.88,3422.02,1020.44,869.7
926.9847,252.48,533.82,1183.8,3460.86,1029.6,881.54
927.329,256.84,534.38,1194.3,3484,1038.3,890.26
927.6733,252.78,536.12,1190.24,3485.52,1038.18,885.18
928.0176,250.5,532.46,1182.5,3454.44,1027.64,876.58
928.3619,246.42,524.76,1162.28,3415.14,1015.98,864.16
928.7062,245.62,518.68,1151.36,3368.6,1002.66,855.9
929.0505,240.38,509.34,1138.02,3330.76,986.5,842.18
929.3948,237.4,505.4,1129.2,3312.58,978.26,837.32
929.7391,236.16,502.06,1119.32,3300.1,974.4,831.92
930.0834,233.92,499.6,1115.36,3272.32,968.6,827.16
930.4277,229.14,496.1,1112.38,3268.58,967.22,825.54
930.772,232.58,497.5,1113.64,3270.52,962.98,824.34
931.1163,229.7,496.26,1107.1,3268.3,965.14,825.64
931.4606,228.58,496.76,1106.84,3260.9,961.16,819.52
931.8049,226.32,492.48,1102,3245.18,958.3,815.88
932.1492,224.76,494.48,1102.14,3243.92,952.76,813.98
932.4935,225.58,494.18,1097.48,3235.28,954.18,813.02
932.8378,226.16,493.56,1102.06,3248.84,959.22,814.1
933.1821,224.88,494.62,1105.66,3253.3,957.02,817.5
933.5264,225.74,496.36,1105.68,3266.48,961.42,819.06
933.8707,223.96,498.04,1108.24,3257.76,964.52,816.72
934.215,225.94,494.96,1104.98,3242.66,956.76,813.66
934.5593,219.96,491.02,1093.76,3217.64,947.38,803.3
934.9036,216.96,485.14,1077.72,3172.02,932.74,797.02
935.2479,214.34,481.38,1065.84,3134.94,923.82,784.98
935.5922,210.02,473.26,1053.18,3102.06,916.8,775.46
935.9365,208.94,473.88,1049.74,3077.28,908.34,768.54
936.2808,206.24,465.5,1035.38,3040.52,896.58,763.36
936.6251,204.32,458.28,1026.24,3007.2,885.76,751.18
936.9694,201.48,454.92,1006.8,2973.74,875.58,745.08
937.3137,198.1,449.34,1000.4,2939.16,867.94,732.9
937.658,194.24,446.04,982.28,2894.6,851.54,721
938.0023,191.54,434.8,970.7,2859.92,838.92,711.94
938.3466,189.08,431.72,964.48,2835.36,831.92,704.72
938.6909,188.66,429.98,957.6,2825.88,830.78,704.28
939.0352,189.6,430.68,958.34,2821.66,827.88,699.4
939.3795,187.74,430.22,957.76,2814.1,829.04,699.2
939.7238,186.58,432.58,957.62,2820.02,824.1,701.34
940.0681,187.4,431.34,962.96,2827.52,830.06,703.94
940.4124,187.9,436.36,969.96,2836.86,834.8,705.02
940.7567,188.76,437.42,971.78,2853.12,836.8,706.7
941.101,190.52,441.66,975.58,2871.3,838.28,710.82
941.4453,189.82,441.7,978.72,2872.86,844.48,713.16
941.7896,189.14,439.22,976.78,2868.08,841.22,708.62
942.1339,185.78,435.6,969.8,2839.36,831.76,699.14
942.4782,185.26,432.58,960.18,2819.58,824.86,696.14
942.8225,179.68,423.04,942.44,2766.44,811.74,682.64
943.1668,175.56,412.96,924.44,2707.22,797.02,667.66
943.5111,171.76,404.36,895.34,2645.42,773.24,650.74
943.8554,164.4,392.04,870.4,2567.4,748.54,633.82
944.1997,159.96,382.5,853.16,2514.52,733.7,618.02
944.544,156.08,374.98,832.78,2466.12,719.48,602.98
944.8883,153.5,370.02,825.24,2424.6,708.78,597.6
945.2326,150.54,365.78,813.94,2396.16,698.62,590.26
945.5769,151.04,362.74,808.96,2380.58,697.04,585.74
945.9212,145.86,360.46,799.42,2370.98,690.62,578.5
946.2655,148.42,359.78,800.64,2358.34,687.62,579.44
946.6098,146.5,355.64,794.68,2343.68,684.56,576.98
946.9541,146.32,352.36,787.84,2334.18,682.38,572.5
947.2984,146.2,353.9,787.5,2325.3,677.32,568.42
947.6427,143.16,354.36,787.68,2328.06,680.48,571
947.987,144.14,357.9,798.94,2354.3,688.3,578.46
948.3313,145.34,363.7,810.58,2392.02,698.86,585.3
948.6756,148.3,371.6,823.28,2435.28,710,593.5
949.0199,150.82,373.08,833.8,2456.46,715.38,600.46
949.3642,147.82,375.08,833.36,2466.08,720.4,604.48
949.7085,148.46,376.3,834.1,2471.42,719.78,606.2
950.0528,146.22,374.3,833.98,2463.68,717.56,602.44
950.3971,144.86,371.96,824.32,2442.1,711.6,599.68
950.7414,143.88,367.48,821.02,2423.1,709.12,592.14
951.0857,139.38,363.24,812.02,2410.7,701.76,589.44
951.43,136.44,357.42,798.08,2361.9,689.84,575.72
951.7743,134.32,347,780.78,2310.1,673.3,562.76
952.1186,130.4,338.82,764.6,2248.9,656.28,550.92
952.4629,124.74,329.54,739.92,2194.02,639.04,532.62
952.8072,122.84,321.82,726.46,2148.14,623.24,525.42
953.1515,120.2,316.62,714.9,2108.06,613.32,515.1
953.4958,117.36,311.3,702.18,2081.16,605.28,506.44
953.8401,117.78,308.16,694.92,2057.2,598.58,502.86
954.1844,114.86,303.8,691.14,2047.44,595.52,501.24
954.5287,114,306.46,690.74,2039.9,594.2,499.72
954.873,113.92,306.76,689.5,2037.58,593.66,493.6
955.2173,112.92,303.48,689.06,2033.48,594.22,493.84
955.5616,110.44,303.78,689.16,2041.58,594.14,495.52
955.9059,111.88,306.14,688.78,2042.54,592.58,492.86
956.2502,112.54,306.18,693.6,2052.08,599.34,497.9
956.5945,111.64,307.82,694.58,2061.68,596.56,498.64
956.9388,110.02,306.62,696.82,2059.38,599.74,500.88
957.2831,109.48,305.36,693.62,2048.04,595.9,495.36
957.6274,109.48,305.68,688.8,2046.5,594.68,498.64
957.9717,109.44,304.48,690.72,2042.96,594.3,493.68
958.316,109.5,306.16,696.1,2048.04,595.56,500.1
958.6603,107.92,303.96,690.78,2046.5,592.44,496.58
959.0046,106.04,302.86,687.8,2032,594.04,495.68
959.3489,107.04,300.92,682.58,2013.6,586.74,486.82
959.6932,103.78,294.78,673.44,1993.3,579.66,483.04
960.0375,102.42,292.94,662.12,1954.62,569.4,476.38
960.3818,99.64,285.04,650.22,1922.1,558.88,466.7
960.7261,101.6,282.54,641.28,1888.7,548.96,458.82
961.0704,97.04,277.44,627.28,1852.92,539.44,448.52
961.4147,97.3,272.38,616.96,1818.52,532.54,442.32
961.759,92.74,266.54,608.2,1799.48,523.3,439.84
962.1033,96.52,267.18,605.88,1792.94,524.72,437.3
962.4476,95.9,267.82,607.14,1793.34,523.7,439.48
962.7919,94.16,267.84,609.36,1793.66,524.42,437.46
963.1362,95.22,268.86,609.7,1801.68,524.34,441.68
963.4805,94.92,270.08,615.2,1810.7,530.52,443.9
963.8248,95.72,270.46,618.24,1816.12,529.16,443.82
964.1691,94.06,274.66,623.34,1830.54,534.2,447.06
964.5134,97.58,276.1,629.48,1847.58,543.1,451.46
964.8577,98.38,281.58,636.6,1873.68,547.68,458.1
965.202,100.3,282.98,644.58,1892.9,556.28,460.6
965.5463,100.48,286.16,651.48,1914.8,563.4,468.8
965.8906,99.56,286.26,654.64,1912.5,562.96,468.92
966.2349,99.4,285.8,647.74,1899.78,557.12,465.78
966.5792,97.46,281.34,637.74,1864.24,547.72,455.04
966.9235,95.72,274.74,622.36,1834.22,537.4,447.4
967.2678,95.9,268.94,612.64,1797.54,526.82,439.62
967.6121,92.76,264.08,599.78,1754.8,517.94,428.14
967.9564,91.92,260.72,589.26,1722.74,505.12,420.82
968.3007,90.5,253.36,576.78,1685.58,494.42,413.24
968.645,86.9,248.04,561.74,1653.38,484.2,404.72
968.9893,86.34,245.8,552.52,1618.2,479.2,398.1
969.3336,85.1,240.1,542.56,1593.14,467.76,389.22
969.6779,84.08,236.8,533.8,1569.68,460.84,387.56
970.0222,82.78,235,531.48,1554.98,458.2,382.58
970.3665,82.52,233.74,529.02,1555.34,458.34,378.42
970.7108,84.9,236.9,533.24,1559.38,460.12,384.02
971.0551,83.92,238.72,539.42,1581.28,464.44,388.3
971.3994,84.96,243.8,546.68,1601.6,471.78,394.48
971.7437,86.28,246.1,554.12,1622.1,480.14,396.82
972.088,87.12,247.7,561.96,1639.5,485.36,405.66
972.4323,86.54,252.62,563.62,1647.22,487.44,405.9
972.7766,86.92,249.88,564.96,1643.38,486.08,403.92
973.1209,87.62,248.46,561.26,1638.82,486.52,403.84
973.4652,86.54,250.48,559.8,1630.54,482.04,402.7
973.8095,87.58,248.38,558.82,1624.36,481.9,403.22
974.1538,87.3,247.32,556.24,1615.88,481.6,400.12
974.4981,84.98,247.58,555.6,1610.3,478,401.22
974.8424,86.46,245.4,549.18,1597.6,477.18,397.12
975.1867,83.58,238.5,540.26,1571,467.16,387.72
975.531,83.76,236.8,532.62,1539.98,461.36,384.6
975.8753,81.8,230.84,522.12,1509.06,450.56,377.58
976.2196,81.5,225.7,514.78,1488.98,442.56,372.38
976.5639,80.48,225.46,507.72,1456.98,436.34,364.78
976.9082,77.94,219.42,495.8,1439.48,428.92,359.9
977.2525,78.54,219.06,487.92,1418.28,424.2,354.26
977.5968,76.36,215.62,483.72,1401.98,418.62,349.4
977.9411,75.86,217.32,482.88,1401.86,418.58,352.96
978.2854,77.16,215.38,481.56,1397.66,417.1,350.36
978.6297,75.96,214.82,481.64,1391.32,416.02,347.66
978.974,76.24,214.44,479.8,1382.22,411.9,347.24
979.3183,75.52,211.66,474.22,1374.58,410.78,342.38
979.6626,74.68,214,476.18,1371.16,413.76,346.08
980.0069,76,214.16,477.5,1369.96,415.92,346.94
980.3512,78.46,215.7,477.62,1377.7,411.76,347.98
980.6955,76.16,214.28,475.58,1364.88,412.16,345.8
981.0398,74.44,211.42,470.4,1356.54,407.34,343.36
981.3841,75.48,208.06,465.34,1331.74,403.74,338.9
981.7284,73.64,205.9,454.64,1309.88,395.04,332.18
982.0727,71.86,202.86,447.42,1285.58,391.98,326.12
982.417,71.34,198.68,440.96,1264.3,379.96,321.26
982.7613,70.6,196.2,434.56,1238.08,375.72,316.5
983.1056,68.44,191.06,425.38,1216.96,370.58,310.66
983.4499,67.78,190.22,419.82,1197,364.44,306.28
983.7942,67.64,187.92,413.32,1182.1,362.64,305.12
984.1385,66.38,184.06,411.64,1167.3,360.02,300.64
984.4828,64.8,183.48,408.66,1157.88,354.32,298.14
984.8271,66.12,183.96,404.9,1159,353.48,297.28
985.1714,65.92,183.44,405.58,1153.84,353.9,297.28
985.5157,68.92,186.98,412.56,1167.78,360.4,301.14
985.86,66.86,188.36,415.54,1179.42,362.46,304.1
986.2043,70.12,191.9,420.62,1193.12,368.38,310.72
986.5486,68.24,192.42,425.76,1203.22,368.22,311.84
986.8929,69.58,193.72,425.62,1208.12,375.06,314.74
987.2372,69.36,193.92,427.3,1205.72,373.66,313.18
987.5815,70.42,193.4,427.96,1199.92,372.18,311.84
987.9258,69.4,191.64,420.86,1183.18,370.56,308.48
988.2701,68.58,188.36,418.7,1165.92,360.2,306.08
988.6144,70.2,188.08,410.54,1152.02,360.4,303.16
988.9587,69.28,185.72,407.32,1136.84,357.6,300.7
989.303,67.78,185.54,403.28,1125.36,354.02,299.56
989.6473,67.04,183.04,400.3,1114.04,351.72,295.48
989.9916,66.96,181.04,394.72,1093.38,347.26,290.78
990.3359,65.04,176.28,385.16,1069.3,337.46,286
990.6802,62.96,172.16,378.04,1038.8,330.06,277.96
991.0245,62,167.32,364.08,1008.26,320.64,269.54
991.3688,61.9,163.16,358.88,983.7,315.1,266.9
991.7131,60.54,160.24,349.16,963.86,307.26,261.28
992.0574,59.92,158.86,346.36,948.02,305.4,258.1
992.4017,59.86,159.84,347.2,946.42,303.72,258.34
992.746,57.8,155.16,342.38,938.42,298.36,252.88
993.0903,58.12,155.64,338.18,924.66,297.92,251.66
993.4346,57.96,152.62,336.34,915.98,294.08,249.68
993.7789,57.24,153.78,330.38,903.54,292.06,247.92
994.1232,56.6,149.1,322.18,886.34,285.32,240.84
994.4675,54.84,144.92,317.58,864.9,279.42,236.24
994.8118,58.54,142.12,311.08,843.24,272.58,231.72
995.1561,53.54,142.06,304.64,830.62,269.44,227.46
995.5004,53.68,141,302.24,825.3,268.94,227.4
995.8447,54.22,140.28,303.1,824,266.66,226.3
996.189,54.04,139.42,305.42,825.58,268.7,227.78
996.5333,55.32,141.04,305.56,833.06,271.58,228.56
996.8776,56.06,143.92,309,840.26,276.1,233.44
997.2219,56.26,146.44,315.46,848.44,279.42,238.52
997.5662,57.6,148.62,320.56,869.24,284.6,239.88
997.9105,59.06,151.08,327.5,883.26,287.2,246.14
998.2548,57.96,152.88,333.74,897.3,292,248.88
998.5991,59.86,155.14,333.4,905.42,297.9,250.54
998.9434,58.72,155.92,335.8,903.04,297.54,252.38
999.2877,60.72,154.7,337.08,897.1,295.94,251.56
999.632,59.46,153.54,328.88,883.58,290.78,245.98
999.9763,58.42,151.4,324.36,865,287.02,242.54
1000.3206,58.58,147.92,317.14,842.24,279.06,236.32
1000.6649,54.06,140.86,302.92,813.58,271.4,228.18
1001.0092,53.38,136.72,294.52,781.74,262.28,221.44
1001.3535,52.06,133.96,287,762.96,254.18,216.38
1001.6978,51.78,130.12,280.98,745.12,248.56,211.04
1002.0421,50.04,127.08,271.74,728.04,244.52,208.16
1002.3864,49.56,126.64,270,714.76,241.2,206.46
1002.7307,49.06,125,264.06,700.08,235.92,201.8
1003.075,48.16,121.04,259.6,685.06,233.3,197.06
1003.4193,48.66,120.62,255.52,672.08,229.16,193.14
1003.7636,48.92,118.18,251.98,662.32,223.5,191.8
1004.1079,47.84,117.52,251.04,654.38,224.06,189.92
1004.4522,47.82,119.76,251.4,658.1,226.24,192.9
1004.7965,49.8,119.2,253.02,658.72,225.18,193.48
1005.1408,47.14,117.62,252.64,661.8,225.7,192.98
1005.4851,47.64,119.46,253.32,658.42,224.08,192.9
1005.8294,49.24,120.9,254.6,662.94,227.56,195.82
1006.1737,49.02,120.48,252.02,656.6,226.68,193.1
1006.518,48.38,117.3,248.66,648.48,222.24,191.46
1006.8623,47.68,117.14,246.96,639.26,221.82,190.52
1007.2066,47,115.28,244.08,631.42,218.9,187.96
1007.5509,45.74,114.12,240.06,623.22,215.46,184.72
1007.8952,45.54,113.46,237.96,618,213.3,182.9
1008.2395,44.94,112.24,236.38,609.38,211.7,180.82
1008.5838,44.2,108.44,229.98,598.98,207.92,176.62
1008.9281,44.2,108.68,228.46,585.48,205.2,176.02
1009.2724,43.52,106.5,225.26,579.86,202.76,174.18
1009.6167,43.74,106.62,226.74,576.98,203.16,173.8
1009.961,44.98,106.42,222.26,568.98,202.34,171.84
1010.3053,44.26,106.34,222.02,564.9,199,172.5
1010.6496,44.4,105.28,221.54,560.24,197.92,169.9
1010.9939,44.86,104.02,217.74,555.58,199.06,171.16
1011.3382,43.14,102.84,218.5,549.56,194.36,169.38
1011.6825,44.46,103.78,213.78,545.5,194.56,167.8
1012.0268,43.48,103.7,213.14,534.52,194.08,166.14
1012.3711,43.1,102,211.28,528.08,190.58,163.76
1012.7154,41.22,98.14,205.5,515.74,184.72,159.52
1013.0597,41.74,97.5,201.62,499,182.78,157.98
1013.404,40.22,94.02,197.46,488.88,178.58,153.52
1013.7483,40.18,94.22,194.76,476.38,174.08,152.48
1014.0926,41.02,91.62,190.98,467.6,172.5,150.6
1014.4369,39.16,89.68,185.48,458.96,169.54,146.42
1014.7812,39.5,89.56,183.68,453.94,167.32,145.02
1015.1255,38.04,88.42,180.1,444.8,164.56,142.52
1015.4698,39.56,85.02,178.82,437.88,163.1,141.92
