Wavelength (nm),PC,PH,PI,PK,WH_lie0_1,WH_lie0_2,,,,,,,
664.0857,387.333333333333,434.666666666667,869.666666666667,3325,777,750,,,,,,,
664.4296,389.333333333333,438.666666666667,889.666666666667,3341.66666666667,800,750,,,,,,,
664.7735,382.666666666667,437.333333333333,860.333333333333,3377,793,752,,,,,,,
665.1174,390.333333333333,437.333333333333,897,3369.66666666667,810,762,,,,,,,
665.4613,389,439,882.666666666667,3382.33333333333,804,769,,,,,,,
665.8052,385,434.333333333333,895,3436.66666666667,808,759,,,,,,,
666.1491,384,436.333333333333,899,3435,821,767,,,,,,,
666.493,389.666666666667,434.333333333333,901.333333333333,3471.33333333333,829,788,,,,,,,
666.8369,387,442,904,3480.33333333333,811,784,,,,,,,
667.1808,386,444.666666666667,901.666666666667,3510,825,784,,,,,,,
667.5247,386.333333333333,445.333333333333,908.333333333333,3503,811,782,,,,,,,
667.8686,387,443.333333333333,905.333333333333,3524.66666666667,846,789,,,,,,,
668.2125,386.333333333333,447,913.666666666667,3537,819,799,,,,,,,
668.5564,390.333333333333,440.333333333333,914,3540.33333333333,862,807,,,,,,,
668.9003,393.333333333333,443.666666666667,920.666666666667,3564.66666666667,864,801,,,,,,,
669.2442,384.333333333333,440,916.666666666667,3572.33333333333,883,817,,,,,,,
669.5881,391.333333333333,443.333333333333,939.666666666667,3604,841,816,,,,,,,
669.932,393.333333333333,446.666666666667,924.666666666667,3592.33333333333,875,841,,,,,,,
670.2759,394.666666666667,448.666666666667,931,3628,881,825,,,,,,,
670.6198,394,443.333333333333,933,3620.33333333333,875,840,,,,,,,
670.9637,391.666666666667,447.333333333333,951.333333333333,3636,896,835,,,,,,,
671.3076,391,444.666666666667,940,3630.33333333333,882,821,,,,,,,
671.6515,391.666666666667,443,946.333333333333,3627.33333333333,878,822,,,,,,,
671.9954,390,442,942.666666666667,3659.66666666667,887,844,,,,,,,
672.3393,392.333333333333,447.333333333333,948.666666666667,3668.33333333333,879,837,,,,,,,
672.6832,391.333333333333,455,958,3675.33333333333,908,852,,,,,,,
673.0271,388.666666666667,451.333333333333,954.333333333333,3709.33333333333,897,846,,,,,,,
673.371,392.666666666667,454.666666666667,965.666666666667,3709.66666666667,900,853,,,,,,,
673.7149,395,446,963,3753.66666666667,937,851,,,,,,,
674.0588,396.333333333333,453.666666666667,962,3746.66666666667,934,864,,,,,,,
674.4027,393.666666666667,450,967.333333333333,3758,924,871,,,,,,,
674.7466,398,456.666666666667,973.333333333333,3805.66666666667,916,875,,,,,,,
675.0905,395.666666666667,452.666666666667,988.666666666667,3835,940,878,,,,,,,
675.4344,397.333333333333,455,995,3846,935,887,,,,,,,
675.7783,396.666666666667,461.666666666667,1002.66666666667,3842.66666666667,930,897,,,,,,,
676.1222,394,457.333333333333,995,3884,966,895,,,,,,,
676.4661,400,463.666666666667,1000.66666666667,3921.33333333333,983,917,,,,,,,
676.81,398.666666666667,467.333333333333,1008.66666666667,3963.33333333333,977,935,,,,,,,
677.1539,397.333333333333,461,1017.66666666667,3988.66666666667,978,926,,,,,,,
677.4978,401.666666666667,466.666666666667,1026,4015.66666666667,999,937,,,,,,,
677.8417,401,465.333333333333,1030,4029.66666666667,1001,933,,,,,,,
678.1856,405.666666666667,470.666666666667,1049.33333333333,4045,983,952,,,,,,,
678.5295,400.333333333333,468,1034,4093,1013,951,,,,,,,
678.8734,399.333333333333,471.333333333333,1045.33333333333,4127.33333333333,1021,948,,,,,,,
679.2173,398.666666666667,463.333333333333,1049,4182.66666666667,1019,986,,,,,,,
679.5612,407,472,1054.66666666667,4179.33333333333,1039,1005,,,,,,,
679.9051,404.333333333333,472,1061.66666666667,4209.66666666667,1042,970,,,,,,,
680.249,401.666666666667,476,1073.66666666667,4226,1053,1001,,,,,,,
680.5929,407,474.333333333333,1075,4224,1047,999,,,,,,,
680.9368,407,475.666666666667,1070.66666666667,4274,1071,1000,,,,,,,
681.2807,407,487,1075.33333333333,4336,1064,1000,,,,,,,
681.6246,405.666666666667,476,1091.33333333333,4325.33333333333,1074,1027,,,,,,,
681.9685,409,482.333333333333,1097.66666666667,4348.33333333333,1078,1003,,,,,,,
682.3124,409.333333333333,486,1115.33333333333,4368.66666666667,1092,1024,,,,,,,
682.6563,409.666666666667,481.666666666667,1090.66666666667,4353.66666666667,1086,1024,,,,,,,
683.0002,415.333333333333,488.333333333333,1105.33333333333,4399.66666666667,1105,1044,,,,,,,
683.3441,410.666666666667,476,1102,4433.66666666667,1121,1024,,,,,,,
683.688,414,479,1110,4417.33333333333,1113,1066,,,,,,,
684.0319,412.666666666667,486,1112,4420,1111,1067,,,,,,,
684.3758,413.333333333333,484.333333333333,1120.33333333333,4423.66666666667,1108,1060,,,,,,,
684.7197,408.333333333333,492.333333333333,1115.33333333333,4455,1140,1058,,,,,,,
685.0636,413,485.666666666667,1122.66666666667,4449.66666666667,1133,1060,,,,,,,
685.4075,413,493.333333333333,1110.66666666667,4449.66666666667,1123,1064,,,,,,,
685.7514,411.333333333333,484.333333333333,1117.33333333333,4440,1113,1073,,,,,,,
686.0953,408.666666666667,485.333333333333,1129,4468.66666666667,1155,1080,,,,,,,
686.4392,411.333333333333,492.333333333333,1142,4485,1137,1085,,,,,,,
686.7831,409.333333333333,486,1123.33333333333,4471,1153,1080,,,,,,,
687.127,403.666666666667,485,1141.66666666667,4478.33333333333,1167,1081,,,,,,,
687.4709,408,491,1145.33333333333,4506.33333333333,1158,1109,,,,,,,
687.8148,411.333333333333,486,1140.33333333333,4489.66666666667,1149,1096,,,,,,,
688.1587,417,487.666666666667,1138,4519,1190,1126,,,,,,,
688.5026,416.333333333333,490.666666666667,1142.66666666667,4555.33333333333,1170,1111,,,,,,,
688.8465,414,496,1155,4547,1186,1125,,,,,,,
689.1904,415.666666666667,496.666666666667,1152.33333333333,4548.66666666667,1174,1115,,,,,,,
689.5343,419.333333333333,493,1166,4555.66666666667,1189,1115,,,,,,,
689.8782,416.666666666667,501.333333333333,1156,4591,1205,1129,,,,,,,
690.2221,415.666666666667,506.333333333333,1165,4627.33333333333,1203,1156,,,,,,,
690.566,425,500,1173,4647.33333333333,1232,1129,,,,,,,
690.9099,416.333333333333,499.666666666667,1183.66666666667,4706,1239,1146,,,,,,,
691.2538,420.666666666667,501.333333333333,1185,4707.33333333333,1232,1149,,,,,,,
691.5977,415,494,1196.66666666667,4688,1239,1186,,,,,,,
691.9416,420,509.666666666667,1197.33333333333,4752,1265,1188,,,,,,,
692.2855,417,504,1193.66666666667,4768,1251,1199,,,,,,,
692.6294,423.666666666667,507,1200.33333333333,4806,1273,1193,,,,,,,
692.9733,415.666666666667,501.666666666667,1210.66666666667,4855.66666666667,1277,1215,,,,,,,
693.3172,420.333333333333,511.333333333333,1232.66666666667,4872,1286,1229,,,,,,,
693.6611,418.333333333333,508.333333333333,1248.33333333333,4905,1285,1248,,,,,,,
694.005,417.333333333333,512,1244.66666666667,4962.33333333333,1317,1226,,,,,,,
694.3489,427.666666666667,508.666666666667,1241,5000,1313,1250,,,,,,,
694.6928,429.333333333333,518,1257,5058.33333333333,1354,1280,,,,,,,
695.0367,427.666666666667,514,1277.66666666667,5080.33333333333,1356,1307,,,,,,,
695.3806,424.666666666667,521,1267.33333333333,5135.66666666667,1358,1291,,,,,,,
695.7245,424.333333333333,512,1290,5113.66666666667,1350,1288,,,,,,,
696.0684,423.666666666667,522,1285.66666666667,5210,1358,1308,,,,,,,
696.4123,426,514.333333333333,1286,5237.33333333333,1370,1324,,,,,,,
696.7562,423,522,1298,5199,1403,1309,,,,,,,
697.1001,431.333333333333,523.333333333333,1301.33333333333,5295.33333333333,1416,1334,,,,,,,
697.444,426.666666666667,515,1301.66666666667,5322,1402,1325,,,,,,,
697.7879,435.333333333333,520.333333333333,1328.33333333333,5325.66666666667,1404,1368,,,,,,,
698.1318,427.333333333333,534,1326.66666666667,5389.66666666667,1449,1372,,,,,,,
698.4757,430,540,1347.33333333333,5399.66666666667,1440,1404,,,,,,,
698.8196,430.333333333333,529.333333333333,1347.66666666667,5407,1451,1377,,,,,,,
699.1635,431.333333333333,531,1342.33333333333,5423.33333333333,1480,1348,,,,,,,
699.5074,428.666666666667,534.333333333333,1347,5460.66666666667,1480,1367,,,,,,,
699.8513,432,538.333333333333,1356,5437.66666666667,1501,1406,,,,,,,
700.1952,428.333333333333,533.666666666667,1351.66666666667,5450.33333333333,1484,1391,,,,,,,
700.5391,433.333333333333,538,1373.66666666667,5468.66666666667,1484,1422,,,,,,,
700.883,433.333333333333,535.333333333333,1358.33333333333,5478,1465,1409,,,,,,,
701.2269,437.333333333333,538.333333333333,1360,5489,1494,1406,,,,,,,
701.5708,436.666666666667,536,1361.33333333333,5496.33333333333,1519,1422,,,,,,,
701.9147,438.333333333333,542.666666666667,1380.66666666667,5529.66666666667,1503,1421,,,,,,,
702.2586,433,543,1374.66666666667,5549.66666666667,1505,1429,,,,,,,
702.6025,438,542,1391.33333333333,5554.66666666667,1509,1438,,,,,,,
702.9464,431,535.666666666667,1382,5530.33333333333,1514,1448,,,,,,,
703.2903,439.333333333333,541.666666666667,1377.66666666667,5526.33333333333,1518,1438,,,,,,,
703.6342,433,538.666666666667,1384,5518,1506,1428,,,,,,,
703.9781,436.666666666667,546.333333333333,1390.33333333333,5493.66666666667,1524,1444,,,,,,,
704.322,435,537.333333333333,1382,5521.33333333333,1519,1422,,,,,,,
704.6659,431.666666666667,541.333333333333,1389.66666666667,5520.33333333333,1545,1442,,,,,,,
705.0098,437,543.333333333333,1394.33333333333,5542.33333333333,1520,1455,,,,,,,
705.3537,441.333333333333,536.666666666667,1382.66666666667,5588.33333333333,1542,1520,,,,,,,
705.6976,433.333333333333,546,1400.66666666667,5567,1567,1474,,,,,,,
706.0415,442.333333333333,549.333333333333,1404.33333333333,5628.66666666667,1545,1468,,,,,,,
706.3854,443.333333333333,549.333333333333,1415,5627.66666666667,1550,1511,,,,,,,
706.7293,435,555,1415.66666666667,5652.66666666667,1576,1469,,,,,,,
707.0732,441.666666666667,553.333333333333,1419.33333333333,5683.66666666667,1583,1521,,,,,,,
707.4171,442,555.666666666667,1411,5655.66666666667,1573,1493,,,,,,,
707.761,444.666666666667,547.333333333333,1426.66666666667,5655.66666666667,1575,1508,,,,,,,
708.1049,441.666666666667,552.666666666667,1424.66666666667,5675,1575,1511,,,,,,,
708.4488,441.333333333333,556.666666666667,1430,5708.33333333333,1598,1503,,,,,,,
708.7927,434,548.333333333333,1443.66666666667,5729.33333333333,1604,1535,,,,,,,
709.1366,442.666666666667,553.666666666667,1461,5782,1633,1494,,,,,,,
709.4805,441.333333333333,557.666666666667,1449.66666666667,5823.66666666667,1641,1556,,,,,,,
709.8244,444.333333333333,558,1463.33333333333,5875.33333333333,1616,1556,,,,,,,
710.1683,444.333333333333,560.666666666667,1472.66666666667,5904.66666666667,1638,1575,,,,,,,
710.5122,441.333333333333,566.333333333333,1477,5917.33333333333,1649,1556,,,,,,,
710.8561,443.666666666667,560.333333333333,1492,5953.33333333333,1659,1573,,,,,,,
711.2,444.333333333333,559.333333333333,1484.66666666667,5945,1679,1589,,,,,,,
711.5439,448,570,1494.66666666667,6008,1670,1578,,,,,,,
711.8878,446.666666666667,564,1496.66666666667,6052,1665,1589,,,,,,,
712.2317,443.333333333333,572.333333333333,1523.66666666667,6052.66666666667,1685,1598,,,,,,,
712.5756,455.666666666667,570.333333333333,1514,6090.66666666667,1715,1592,,,,,,,
712.9195,451,586,1526,6142.66666666667,1704,1627,,,,,,,
713.2634,449.333333333333,574.333333333333,1547,6167.66666666667,1723,1620,,,,,,,
713.6073,452,574.666666666667,1552,6205.33333333333,1723,1617,,,,,,,
713.9512,456,585.333333333333,1545,6233.33333333333,1744,1637,,,,,,,
714.2951,449.666666666667,587.333333333333,1571.66666666667,6320.33333333333,1766,1655,,,,,,,
714.639,454.666666666667,594,1578.33333333333,6324.66666666667,1784,1688,,,,,,,
714.9829,458.666666666667,578.333333333333,1574.66666666667,6328.33333333333,1759,1697,,,,,,,
715.3268,459,584.666666666667,1596.66666666667,6337.33333333333,1781,1655,,,,,,,
715.6707,450,590,1578,6339.33333333333,1751,1686,,,,,,,
716.0146,448.333333333333,588.666666666667,1588.33333333333,6364,1789,1675,,,,,,,
716.3585,450.333333333333,585.333333333333,1580,6352.66666666667,1765,1697,,,,,,,
716.7024,456,591.333333333333,1582,6345.33333333333,1791,1687,,,,,,,
717.0463,461,588.333333333333,1600.33333333333,6416.33333333333,1811,1690,,,,,,,
717.3902,458,596,1627,6425,1807,1699,,,,,,,
717.7341,456.333333333333,597.333333333333,1607,6465.33333333333,1797,1722,,,,,,,
718.078,457,602,1612.66666666667,6494.33333333333,1817,1725,,,,,,,
718.4219,457.333333333333,585.666666666667,1629,6520.66666666667,1798,1714,,,,,,,
718.7658,456.666666666667,604,1643,6559,1831,1743,,,,,,,
719.1097,462,598.333333333333,1646.33333333333,6609,1840,1735,,,,,,,
719.4536,462,602,1659,6582,1852,1759,,,,,,,
719.7975,460.333333333333,601,1654,6580.66666666667,1835,1743,,,,,,,
720.1414,465.333333333333,605.333333333333,1651.66666666667,6566.33333333333,1842,1743,,,,,,,
720.4853,459.666666666667,595.666666666667,1643,6569,1860,1739,,,,,,,
720.8292,451.333333333333,604.666666666667,1660.66666666667,6624.66666666667,1839,1743,,,,,,,
721.1731,460,601.666666666667,1642,6586.66666666667,1847,1747,,,,,,,
721.517,462,606,1652.66666666667,6638.33333333333,1836,1792,,,,,,,
721.8609,467,605,1677,6669.66666666667,1861,1767,,,,,,,
722.2048,460,608,1687.33333333333,6755.33333333333,1845,1813,,,,,,,
722.5487,472,611.333333333333,1695.33333333333,6732.33333333333,1895,1811,,,,,,,
722.8926,468.333333333333,609.666666666667,1694.66666666667,6801,1903,1804,,,,,,,
723.2365,467,616.333333333333,1710,6812,1907,1826,,,,,,,
723.5804,468.666666666667,622.333333333333,1715,6822.66666666667,1892,1805,,,,,,,
723.9243,469,614,1719.33333333333,6879.33333333333,1886,1845,,,,,,,
724.2682,472.666666666667,620.333333333333,1725.33333333333,6881.66666666667,1936,1829,,,,,,,
724.6121,470,617.333333333333,1733,6871,1963,1841,,,,,,,
724.956,475.666666666667,624.666666666667,1718,6852,1912,1843,,,,,,,
725.2999,478,626,1717.33333333333,6891.66666666667,1949,1835,,,,,,,
725.6438,473.666666666667,623,1733.33333333333,6915,1938,1849,,,,,,,
725.9877,477.666666666667,623.666666666667,1753.33333333333,6941.66666666667,1969,1850,,,,,,,
726.3316,476,633,1754.66666666667,7019.33333333333,1958,1867,,,,,,,
726.6755,471,636.333333333333,1762.66666666667,7060.33333333333,2001,1881,,,,,,,
727.0194,482.666666666667,637,1795.66666666667,7089.33333333333,1978,1884,,,,,,,
727.3633,475.333333333333,632.333333333333,1806,7160.33333333333,1974,1910,,,,,,,
727.7072,478,642.333333333333,1805.66666666667,7193.66666666667,2029,1935,,,,,,,
728.0511,478,642,1808.66666666667,7183.66666666667,2019,1899,,,,,,,
728.395,482,642,1811.66666666667,7209.33333333333,2006,1910,,,,,,,
728.7389,482,633.666666666667,1823.66666666667,7213.66666666667,2012,1909,,,,,,,
729.0828,481.333333333333,647.333333333333,1822.33333333333,7205,2051,1934,,,,,,,
729.4267,479,646.666666666667,1836.33333333333,7176.33333333333,2023,1895,,,,,,,
729.7706,488.333333333333,645.333333333333,1846.66666666667,7203.33333333333,2010,1931,,,,,,,
730.1145,484.333333333333,642,1832.33333333333,7234,2027,1904,,,,,,,
730.4584,481,661.333333333333,1838.33333333333,7254.66666666667,2035,1910,,,,,,,
730.8023,487.333333333333,659.666666666667,1863,7281,2060,1946,,,,,,,
731.1462,492.333333333333,659,1870,7320.33333333333,2022,1949,,,,,,,
731.4901,490.333333333333,657.666666666667,1867.33333333333,7363,2068,1964,,,,,,,
731.834,488,661,1894,7367,2078,1963,,,,,,,
732.1779,497.333333333333,662.666666666667,1878.66666666667,7388.66666666667,2088,1958,,,,,,,
732.5218,493,663.666666666667,1879.33333333333,7359.33333333333,2058,1977,,,,,,,
732.8657,493.666666666667,658,1872.33333333333,7312.33333333333,2070,1964,,,,,,,
733.2096,491.666666666667,670.333333333333,1877,7312.33333333333,2062,1959,,,,,,,
733.5535,495,662,1874,7272.33333333333,2052,1970,,,,,,,
733.8974,494.666666666667,658,1863.66666666667,7247.33333333333,2022,1929,,,,,,,
734.2413,490,659.666666666667,1872.66666666667,7233.33333333333,2036,1951,,,,,,,
734.5852,495,662.333333333333,1866,7204,2013,1937,,,,,,,
734.9291,498.333333333333,659,1878.66666666667,7211.66666666667,2056,1965,,,,,,,
735.273,498.333333333333,663.333333333333,1881,7212.66666666667,2082,1976,,,,,,,
735.6169,501,670.333333333333,1907.33333333333,7244,2073,1968,,,,,,,
735.9608,494.666666666667,673.666666666667,1908.66666666667,7244.33333333333,2068,1950,,,,,,,
736.3047,501.333333333333,675.333333333333,1899,7268.66666666667,2103,1967,,,,,,,
736.6486,502,675,1897.33333333333,7194.66666666667,2078,1997,,,,,,,
736.9925,502.333333333333,676.666666666667,1885.33333333333,7199.66666666667,2070,1948,,,,,,,
737.3364,508.333333333333,667.333333333333,1883.33333333333,7148.33333333333,2067,1968,,,,,,,
737.6803,501,667.333333333333,1865.33333333333,7083.33333333333,2060,1954,,,,,,,
738.0242,503.666666666667,670.333333333333,1873.33333333333,7033.33333333333,2036,1944,,,,,,,
738.3681,504,669.333333333333,1861.33333333333,6972,2050,1944,,,,,,,
738.712,504,668.666666666667,1870,6921,2048,1935,,,,,,,
739.0559,497.666666666667,663.333333333333,1859,6918.33333333333,2052,1962,,,,,,,
739.3998,501.666666666667,670,1869.66666666667,6926,2023,1949,,,,,,,
739.7437,505,663.333333333333,1850.33333333333,6964.66666666667,2067,1926,,,,,,,
740.0876,504,675.333333333333,1876.66666666667,6949.33333333333,2086,1948,,,,,,,
740.4315,501,673.333333333333,1873.33333333333,6970.33333333333,2054,1953,,,,,,,
740.7754,509.333333333333,687,1889.66666666667,6965.33333333333,2092,1965,,,,,,,
741.1193,510.333333333333,681.333333333333,1900,6994.66666666667,2072,1992,,,,,,,
741.4632,512.666666666667,681,1909.66666666667,6998,2072,1996,,,,,,,
741.8071,523.666666666667,691.333333333333,1906,7011,2113,1971,,,,,,,
742.151,518.666666666667,684.333333333333,1908,6973.33333333333,2136,1971,,,,,,,
742.4949,510,685.333333333333,1911,7019.66666666667,2132,2024,,,,,,,
742.8388,518.333333333333,681.666666666667,1897.33333333333,6978.66666666667,2093,1988,,,,,,,
743.1827,517,694,1894,6990.33333333333,2112,1993,,,,,,,
743.5266,520.666666666667,691.666666666667,1901,7010.33333333333,2115,1989,,,,,,,
743.8705,531,700.333333333333,1947.66666666667,7041,2107,2030,,,,,,,
744.2144,522.666666666667,699.333333333333,1948.33333333333,7087.33333333333,2129,2027,,,,,,,
744.5583,528.333333333333,713,1967.33333333333,7206.33333333333,2144,2012,,,,,,,
744.9022,523.666666666667,708.666666666667,1994,7258,2159,2033,,,,,,,
745.2461,542,725.666666666667,2025.66666666667,7362,2185,2068,,,,,,,
745.59,545,726.333333333333,2031.33333333333,7472.33333333333,2214,2053,,,,,,,
745.9339,539.666666666667,739,2048.33333333333,7568.66666666667,2229,2109,,,,,,,
746.2778,549.333333333333,733.666666666667,2068.66666666667,7655,2219,2106,,,,,,,
746.6217,551.666666666667,744.333333333333,2087.33333333333,7789.33333333333,2227,2101,,,,,,,
746.9656,548,752.333333333333,2099.33333333333,7843.33333333333,2231,2127,,,,,,,
747.3095,550,747,2122.33333333333,7954.33333333333,2234,2097,,,,,,,
747.6534,558.666666666667,752,2133.33333333333,8054.66666666667,2211,2118,,,,,,,
747.9973,563.666666666667,768,2160.33333333333,8166.66666666667,2236,2104,,,,,,,
748.3412,573.333333333333,771.666666666667,2165.66666666667,8296.33333333333,2260,2072,,,,,,,
748.6851,570,786,2214.33333333333,8463.66666666667,2256,2134,,,,,,,
749.029,573,794,2250.66666666667,8607.33333333333,2289,2146,,,,,,,
749.3729,576.666666666667,812,2278.66666666667,8739.33333333333,2297,2186,,,,,,,
749.7168,584.333333333333,813.333333333333,2293,8863.66666666667,2325,2211,,,,,,,
750.0607,590.333333333333,814.666666666667,2338.33333333333,9008.33333333333,2326,2214,,,,,,,
750.4046,603,842.666666666667,2340,9082.33333333333,2352,2216,,,,,,,
750.7485,599.666666666667,831.333333333333,2378.33333333333,9145.33333333333,2374,2202,,,,,,,
751.0924,604,843.666666666667,2373.66666666667,9187,2370,2238,,,,,,,
751.4363,605,840.333333333333,2384,9224,2333,2250,,,,,,,
751.7802,612.666666666667,842,2366.66666666667,9186.66666666667,2347,2214,,,,,,,
752.1241,613.666666666667,846.333333333333,2397,9197.33333333333,2333,2194,,,,,,,
752.468,626.333333333333,849,2395.33333333333,9242,2382,2235,,,,,,,
752.8119,619.333333333333,868,2399.66666666667,9261,2371,2224,,,,,,,
753.1558,626.333333333333,871.666666666667,2427,9345.66666666667,2366,2223,,,,,,,
753.4997,638.666666666667,870.333333333333,2455,9414.66666666667,2373,2252,,,,,,,
753.8436,635,892,2477.66666666667,9528,2424,2249,,,,,,,
754.1875,648,903.333333333333,2496.33333333333,9627.66666666667,2446,2277,,,,,,,
754.5314,659.333333333333,904,2533.33333333333,9724.33333333333,2462,2323,,,,,,,
754.8753,661,911,2553.66666666667,9776,2471,2332,,,,,,,
755.2192,668.666666666667,922,2573.33333333333,9876,2524,2368,,,,,,,
755.5631,684,940.333333333333,2605.66666666667,9895.33333333333,2495,2353,,,,,,,
755.907,683.333333333333,936,2630.66666666667,9933.33333333333,2488,2373,,,,,,,
756.2509,683.666666666667,945,2595,9963.66666666667,2504,2345,,,,,,,
756.5948,697,942.333333333333,2588.33333333333,9916.33333333333,2476,2369,,,,,,,
756.9387,698.333333333333,943.333333333333,2609,9996.33333333333,2530,2342,,,,,,,
757.2826,711,953.333333333333,2636,10008.3333333333,2508,2348,,,,,,,
757.6265,718.333333333333,957.666666666667,2609,9997.66666666667,2527,2374,,,,,,,
757.9704,727.666666666667,975.666666666667,2657,10095.6666666667,2527,2413,,,,,,,
758.3143,739,993.666666666667,2669,10175,2549,2427,,,,,,,
758.6582,752.333333333333,1012.33333333333,2710,10288.6666666667,2593,2436,,,,,,,
759.0021,760.333333333333,1027.33333333333,2747.33333333333,10427,2605,2465,,,,,,,
759.346,767.666666666667,1037,2762.33333333333,10522,2666,2471,,,,,,,
759.6899,779.333333333333,1054,2786.33333333333,10604.3333333333,2681,2485,,,,,,,
760.0338,809,1057,2835.66666666667,10716.3333333333,2701,2551,,,,,,,
760.3777,813.333333333333,1066,2841.66666666667,10773.6666666667,2727,2533,,,,,,,
760.7216,811,1095.66666666667,2867.33333333333,10859.3333333333,2737,2563,,,,,,,
761.0655,835.333333333333,1096.33333333333,2872.66666666667,10830.6666666667,2719,2563,,,,,,,
761.4094,838.666666666667,1105.33333333333,2878.33333333333,10863.3333333333,2740,2612,,,,,,,
761.7533,849,1092.33333333333,2879.33333333333,10912,2755,2536,,,,,,,
762.0972,850,1109.33333333333,2874.66666666667,10893.3333333333,2792,2644,,,,,,,
762.4411,871.333333333333,1129.33333333333,2923,10973,2775,2599,,,,,,,
762.785,898.666666666667,1167.66666666667,2955,11032,2807,2647,,,,,,,
763.1289,907.666666666667,1172.66666666667,2983,11232,2825,2666,,,,,,,
763.4728,923,1199.33333333333,3042.66666666667,11357.6666666667,2899,2688,,,,,,,
763.8167,939.333333333333,1208,3074,11543.3333333333,2959,2744,,,,,,,
764.1606,964.333333333333,1225.66666666667,3113.33333333333,11698,2953,2796,,,,,,,
764.5045,980.666666666667,1241.66666666667,3142.66666666667,11739.6666666667,2996,2848,,,,,,,
764.8484,1000,1254.66666666667,3188.33333333333,11866,3050,2822,,,,,,,
765.1923,1021,1287.33333333333,3187.66666666667,11896.6666666667,3101,2916,,,,,,,
765.5362,1035.66666666667,1292.66666666667,3218.33333333333,12002.3333333333,3104,2869,,,,,,,
765.8801,1041.33333333333,1312,3235.33333333333,12036.6666666667,3114,2919,,,,,,,
766.224,1053.33333333333,1306.66666666667,3247.33333333333,12057,3117,2922,,,,,,,
766.5679,1067.66666666667,1331.66666666667,3246.66666666667,12054.3333333333,3114,2960,,,,,,,
766.9118,1086.33333333333,1338.66666666667,3279.33333333333,12098.6666666667,3163,2939,,,,,,,
767.2557,1099.33333333333,1377.66666666667,3269.66666666667,12193,3150,2974,,,,,,,
767.5996,1119.33333333333,1361.66666666667,3313.66666666667,12191.3333333333,3221,2991,,,,,,,
767.9435,1155.66666666667,1417,3346.33333333333,12370,3267,3027,,,,,,,
768.2874,1168.33333333333,1443.33333333333,3389.66666666667,12526,3294,3082,,,,,,,
768.6313,1195.33333333333,1446.33333333333,3440.33333333333,12634.6666666667,3348,3130,,,,,,,
768.9752,1214.33333333333,1469.33333333333,3463.33333333333,12752,3370,3197,,,,,,,
769.3191,1240.33333333333,1503.66666666667,3510,12868.3333333333,3461,3260,,,,,,,
769.663,1266,1516.33333333333,3546.66666666667,12966.6666666667,3472,3221,,,,,,,
770.0069,1281.33333333333,1535.33333333333,3552.66666666667,13020.3333333333,3493,3293,,,,,,,
770.3508,1293.33333333333,1549.33333333333,3558.33333333333,13068.6666666667,3549,3250,,,,,,,
770.6947,1301.33333333333,1558,3562.66666666667,13118.3333333333,3530,3337,,,,,,,
771.0386,1319.33333333333,1564,3561.66666666667,13103,3503,3323,,,,,,,
771.3825,1341.66666666667,1593.66666666667,3581,13064,3510,3362,,,,,,,
771.7264,1343.33333333333,1595.33333333333,3568.33333333333,13044.6666666667,3523,3314,,,,,,,
772.0703,1360.66666666667,1608,3564.66666666667,13034.3333333333,3575,3373,,,,,,,
772.4142,1388,1604.33333333333,3582.33333333333,13062,3584,3362,,,,,,,
772.7581,1409,1646.66666666667,3615.66666666667,13216.6666666667,3635,3413,,,,,,,
773.102,1428.33333333333,1662,3665.66666666667,13306.3333333333,3684,3450,,,,,,,
773.4459,1467,1688,3682,13422.3333333333,3735,3480,,,,,,,
773.7898,1490,1744,3753.66666666667,13587,3787,3558,,,,,,,
774.1337,1512,1733.66666666667,3801.33333333333,13753.3333333333,3822,3590,,,,,,,
774.4776,1534.66666666667,1774.33333333333,3823.66666666667,13806,3852,3593,,,,,,,
774.8215,1559.33333333333,1771,3833,13840.3333333333,3852,3677,,,,,,,
775.1654,1567.33333333333,1797,3836,13891.6666666667,3868,3651,,,,,,,
775.5093,1599,1794.33333333333,3821,13872.6666666667,3924,3638,,,,,,,
775.8532,1589.33333333333,1794.66666666667,3825.33333333333,13830,3878,3666,,,,,,,
776.1971,1590.33333333333,1822,3831.66666666667,13746,3908,3678,,,,,,,
776.541,1626.66666666667,1831.33333333333,3819.33333333333,13734.3333333333,3906,3705,,,,,,,
776.8849,1643.33333333333,1850,3848.66666666667,13761.3333333333,3903,3727,,,,,,,
777.2288,1649.66666666667,1872,3873,13876.6666666667,3968,3762,,,,,,,
777.5727,1680.33333333333,1890.66666666667,3919,13935.6666666667,3936,3777,,,,,,,
777.9166,1716.66666666667,1908,3953,14057.6666666667,4041,3826,,,,,,,
778.2605,1716.66666666667,1944,3946.33333333333,14205,4116,3884,,,,,,,
778.6044,1776.33333333333,1959.66666666667,3991.66666666667,14302.6666666667,4120,3912,,,,,,,
778.9483,1793,1988.33333333333,4045.66666666667,14411.6666666667,4167,3968,,,,,,,
779.2922,1810.33333333333,2006.66666666667,4088,14534.3333333333,4276,4011,,,,,,,
779.6361,1848.33333333333,2042.66666666667,4089.66666666667,14575.3333333333,4319,4041,,,,,,,
779.98,1858,2053,4111.66666666667,14659,4292,4044,,,,,,,
780.3239,1877,2060.66666666667,4124.33333333333,14707.3333333333,4347,4080,,,,,,,
